data1,data2,data3,data4,data5,data6,data7,data8,data9,data10,data11,data12,data13,data14,data15,data16,data17,data18,data19,data20,data21,data22,data23,data24,data25,data26,data27,data28,data29,data30,data31,data32,data33,data34,data35,data36,data37,data38,data39,data40,data41,data42,data43,data44,data45,data46,data47,data48,data49,data50,data51,data52,data53,data54,data55,data56
151.1238095,107.0833333,124.1619048,92.74545455,110.6809524,101.0357143,94.50380952,92.46545455,78.32666667,91.96428571,62.14952381,92.22545455,45.97238095,82.89285714,29.7952381,91.98545455,13.61809524,73.82142857,-2.559047619,91.74545455,-18.73619048,64.75,-34.91333333,8.249271598,3.006135893,-2.236999812,-7.480135517,-12.72327122,-17.96640693,-23.20954263,-28.45267834,-33.69581404,-38.93894975,-44.18208545,-49.42522116,-54.66835686,-59.91149257,-65.15462827,-70.39776398,-75.64089968,-80.88403538,-86.12717109,-91.37030679,-96.6134425,-101.8565782,-107.0997139,-112.3428496,-117.5859853,-122.829121,-128.0722567,-133.3153924,-138.5585281,-143.8016638,-149.0447995,-154.2879353,-159.531071
,107.75,,93.20606061,,101.6642857,,92.92606061,,92.53571429,,92.68606061,,83.40714286,,92.44606061,,74.27857143,,92.20606061,,65.15,,,74.37917041,72.97350807,71.56784573,70.16218339,68.75652105,67.35085872,65.94519638,64.53953404,63.1338717,61.72820937,60.32254703,58.91688469,57.51122235,56.10556002,54.69989768,53.29423534,51.888573,50.48291067,49.07724833,47.67158599,46.26592365,,,44.86026131,43.45459898,42.04893664,40.6432743,39.23761196,37.83194963,36.42628729,35.02062495,33.61496261
,108.4166667,,93.66666667,,102.2928571,,93.38666667,,93.10714286,,93.14666667,,83.92142857,,92.90666667,,74.73571429,,92.66666667,,65.55,,,74.787671,73.37335065,71.9590303,70.54470996,69.13038961,67.71606926,66.30174892,64.88742857,63.47310823,62.05878788,60.64446753,59.23014719,57.81582684,56.40150649,54.98718615,53.5728658,52.15854545,50.74422511,49.32990476,47.91558442,46.50126407,,,45.08694372,43.67262338,42.25830303,40.84398268,39.42966234,38.01534199,36.60102165,35.1867013,33.77238095
,,,94.12727273,,,,93.84727273,,,,93.60727273,,,,93.36727273,,,,93.12727273,,,,,,,93.05727273,92.99527273,92.93327273,92.87127273,92.80927273,92.74727273,92.68527273,92.62327273,92.56127273,92.49927273,92.43727273,92.37527273,92.31327273,92.25127273,92.18927273,92.12727273,92.06527273,,,,,,,92.00327273,91.94127273,91.87927273,91.81727273,91.75527273,91.69327273,91.63127273
,,,94.58787879,,,,94.30787879,,,,94.06787879,,,,93.82787879,,,,93.58787879,,,,,,,93.51787879,93.45587879,93.39387879,93.33187879,93.26987879,93.20787879,93.14587879,93.08387879,93.02187879,92.95987879,92.89787879,92.83587879,92.77387879,92.71187879,92.64987879,92.58787879,92.52587879,,,,,,,92.46387879,92.40187879,92.33987879,92.27787879,92.21587879,92.15387879,92.09187879
data1,data2,data3,data4,data5,data6,data7,data8,data9,data10,data11,data12,data13,data14,data15,data16,data17,data18,data19,data20,data21,data22,data23,data24,data25,data26,data27,data28,data29,data30,data31,data32,data33,data34,data35,data36,data37,data38,data39,data40,data41,data42,data43,data44,data45,data46,data47,data48,data49,data50,data51,data52,data53,data54,data55,data56
152.3809524,109.0833333,125.1904762,95.04848485,111.5952381,102.9214286,95.28095238,94.76848485,78.96666667,93.67857143,62.65238095,94.52848485,46.33809524,84.43571429,30.02380952,94.28848485,13.70952381,75.19285714,-2.604761905,94.04848485,-18.91904762,65.95,-35.23333333,8.793747412,3.500018822,-1.793709768,-7.087438359,-12.38116695,-17.67489554,-22.96862413,-28.26235272,-33.55608131,-38.8498099,-44.14353849,-49.43726708,-54.73099567,-60.02472426,-65.31845285,-70.61218144,-75.90591003,-81.19963862,-86.49336721,-91.7870958,-97.08082439,-102.374553,-107.6682816,-112.9620102,-118.2557388,-123.5494673,-128.8431959,-134.1369245,-139.4306531,-144.7243817,-150.0181103,-155.3118389,-160.6055675
153.6380952,109.75,126.2190476,95.50909091,112.5095238,103.55,96.05809524,95.22909091,79.60666667,94.25,63.1552381,94.98909091,46.70380952,84.95,30.25238095,94.74909091,13.80095238,75.65,-2.65047619,94.50909091,-19.10190476,66.35,-35.55333333,8.746467156,3.409674384,-1.927118389,-7.263911161,-12.60070393,-17.93749671,-23.27428948,-28.61108225,-33.94787502,-39.2846678,-44.62146057,-49.95825334,-55.29504611,-60.63183889,-65.96863166,-71.30542443,-76.6422172,-81.97900998,-87.31580275,-92.65259552,-97.98938829,-103.3261811,-108.6629738,-113.9997666,-119.3365594,-124.6733522,-130.0101449,-135.3469377,-140.6837305,-146.0205232,-151.357316,-156.6941088,-162.0309016
154.8952381,110.4166667,127.247619,95.96969697,113.4238095,104.1785714,96.8352381,95.68969697,80.24666667,94.82142857,63.65809524,95.44969697,47.06952381,85.46428571,30.48095238,95.20969697,13.89238095,76.10714286,-2.696190476,94.96969697,-19.2847619,66.75,-35.87333333,8.6991869,3.319329945,-2.060527009,-7.440383964,-12.82024092,-18.20009787,-23.57995483,-28.95981178,-34.33966874,-39.71952569,-45.09938265,-50.4792396,-55.85909656,-61.23895351,-66.61881046,-71.99866742,-77.37852437,-82.75838133,-88.13823828,-93.51809524,-98.89795219,-104.2778091,-109.6576661,-115.0375231,-120.41738,-125.797237,-131.1770939,-136.5569509,-141.9368078,-147.3166648,-152.6965217,-158.0763787,-163.4562356
156.152381,111.0833333,128.2761905,96.43030303,114.3380952,104.8071429,97.61238095,96.15030303,80.88666667,95.39285714,64.16095238,95.91030303,47.4352381,85.97857143,30.70952381,95.67030303,13.98380952,76.56428571,-2.741904762,95.43030303,-19.46761905,67.15,-36.19333333,8.651906644,3.228985507,-2.19393563,-7.616856766,-13.0397779,-18.46269904,-23.88562018,-29.30854131,-34.73146245,-40.15438359,-45.57730472,-51.00022586,-56.423147,-61.84606813,-67.26898927,-72.69191041,-78.11483155,-83.53775268,-88.96067382,-94.38359496,-99.80651609,-105.2294372,-110.6523584,-116.0752795,-121.4982006,-126.9211218,-132.3440429,-137.7669641,-143.1898852,-148.6128063,-154.0357275,-159.4586486,-164.8815697
157.4095238,111.75,129.3047619,96.89090909,115.252381,105.4357143,98.38952381,96.61090909,81.52666667,95.96428571,64.66380952,96.37090909,47.80095238,86.49285714,30.93809524,96.13090909,14.0752381,77.02142857,-2.787619048,95.89090909,-19.65047619,67.55,-36.51333333,8.604626388,3.138641069,-2.32734425,-7.793329569,-13.25931489,-18.72530021,-24.19128553,-29.65727085,-35.12325616,-40.58924148,-46.0552268,-51.52121212,-56.98719744,-62.45318276,-67.91916808,-73.3851534,-78.85113872,-84.31712404,-89.78310935,-95.24909467,-100.71508,-106.1810653,-111.6470506,-117.1130359,-122.5790213,-128.0450066,-133.5109919,-138.9769772,-144.4429625,-149.9089479,-155.3749332,-160.8409185,-166.3069038
158.6666667,112.4166667,130.3333333,97.35151515,116.1666667,106.0642857,99.16666667,97.07151515,82.16666667,96.53571429,65.16666667,96.83151515,48.16666667,87.00714286,31.16666667,96.59151515,14.16666667,77.47857143,-2.833333333,96.35151515,-19.83333333,67.95,-36.83333333,8.557346132,3.048296631,-2.46075287,-7.969802372,-13.47885187,-18.98790137,-24.49695088,-30.00600038,-35.51504988,-41.02409938,-46.53314888,-52.04219838,-57.55124788,-63.06029738,-68.56934688,-74.07839639,-79.58744589,-85.09649539,-90.60554489,-96.11459439,-101.6236439,-107.1326934,-112.6417429,-118.1507924,-123.6598419,-129.1688914,-134.6779409,-140.1869904,-145.6960399,-151.2050894,-156.7141389,-162.2231884,-167.7322379
,113.0833333,,97.81212121,,106.6928571,,97.53212121,,97.10714286,,97.29212121,,87.52142857,,97.05212121,,77.93571429,,96.81212121,,68.35,,,78.06590791,76.5909815,75.1160551,73.64112869,72.16620228,70.69127588,69.21634947,67.74142306,66.26649665,64.79157025,63.31664384,61.84171743,60.36679103,58.89186462,57.41693821,55.94201181,54.4670854,52.99215899,51.51723259,50.04230618,48.56737977,,,47.09245336,45.61752696,44.14260055,42.66767414,41.19274774,39.71782133,38.24289492,36.76796852,35.29304211
,113.75,,98.27272727,,107.3214286,,97.99272727,,97.67857143,,97.75272727,,88.03571429,,97.51272727,,78.39285714,,97.27272727,,68.75,,,78.4744085,76.99082409,75.50723967,74.02365525,72.54007084,71.05648642,69.57290201,68.08931759,66.60573318,65.12214876,63.63856434,62.15497993,60.67139551,59.1878111,57.70422668,56.22064227,54.73705785,53.25347344,51.76988902,50.2863046,48.80272019,,,47.31913577,45.83555136,44.35196694,42.86838253,41.38479811,39.9012137,38.41762928,36.93404486,35.45046045
,,,98.73333333,,,,98.45333333,,,,98.21333333,,,,97.97333333,,,,97.73333333,,,,,,,97.66333333,97.60133333,97.53933333,97.47733333,97.41533333,97.35333333,97.29133333,97.22933333,97.16733333,97.10533333,97.04333333,96.98133333,96.91933333,96.85733333,96.79533333,96.73333333,96.67133333,,,,,,,96.60933333,96.54733333,96.48533333,96.42333333,96.36133333,96.29933333,96.23733333
,,,99.19393939,,,,98.91393939,,,,98.67393939,,,,98.43393939,,,,98.19393939,,,,,,,98.12393939,98.06193939,97.99993939,97.93793939,97.87593939,97.81393939,97.75193939,97.68993939,97.62793939,97.56593939,97.50393939,97.44193939,97.37993939,97.31793939,97.25593939,97.19393939,97.13193939,,,,,,,97.06993939,97.00793939,96.94593939,96.88393939,96.82193939,96.75993939,96.69793939
data1,data2,data3,data4,data5,data6,data7,data8,data9,data10,data11,data12,data13,data14,data15,data16,data17,data18,data19,data20,data21,data22,data23,data24,data25,data26,data27,data28,data29,data30,data31,data32,data33,data34,data35,data36,data37,data38,data39,data40,data41,data42,data43,data44,data45,data46,data47,data48,data49,data50,data51,data52,data53,data54,data55,data56
159.9238095,114.4166667,131.3619048,99.65454545,117.0809524,107.95,99.94380952,99.37454545,82.80666667,98.25,65.66952381,99.13454545,48.53238095,88.55,31.3952381,98.89454545,14.25809524,78.85,-2.879047619,98.65454545,-20.01619048,69.15,-37.15333333,9.101821946,3.54217956,-2.017462827,-7.577105214,-13.1367476,-18.69638999,-24.25603237,-29.81567476,-35.37531715,-40.93495953,-46.49460192,-52.05424431,-57.61388669,-63.17352908,-68.73317147,-74.29281385,-79.85245624,-85.41209863,-90.97174101,-96.5313834,-102.0910258,-107.6506682,-113.2103106,-118.7699529,-124.3295953,-129.8892377,-135.4488801,-141.0085225,-146.5681649,-152.1278073,-157.6874497,-163.247092,-168.8067344
161.1809524,115.0833333,132.3904762,100.1151515,117.9952381,108.5785714,100.7209524,99.83515152,83.44666667,98.82142857,66.17238095,99.59515152,48.89809524,89.06428571,31.62380952,99.35515152,14.34952381,79.30714286,-2.924761905,99.11515152,-20.19904762,69.55,-37.47333333,9.05454169,3.451835121,-2.150871447,-7.753578016,-13.35628458,-18.95899115,-24.56169772,-30.16440429,-35.76711086,-41.36981743,-46.972524,-52.57523057,-58.17793714,-63.7806437,-69.38335027,-74.98605684,-80.58876341,-86.19146998,-91.79417655,-97.39688312,-102.9995897,-108.6022963,-114.2050028,-119.8077094,-125.410416,-131.0131225,-136.6158291,-142.2185357,-147.8212422,-153.4239488,-159.0266554,-164.6293619,-170.2320685
162.4380952,115.75,133.4190476,100.5757576,118.9095238,109.2071429,101.4980952,100.2957576,84.08666667,99.39285714,66.6752381,100.0557576,49.26380952,89.57857143,31.85238095,99.81575758,14.44095238,79.76428571,-2.97047619,99.57575758,-20.38190476,69.95,-37.79333333,9.007261434,3.361490683,-2.284280068,-7.930050819,-13.57582157,-19.22159232,-24.86736307,-30.51313382,-36.15890457,-41.80467532,-47.45044608,-53.09621683,-58.74198758,-64.38775833,-70.03352908,-75.67929983,-81.32507058,-86.97084133,-92.61661208,-98.26238283,-103.9081536,-109.5539243,-115.1996951,-120.8454658,-126.4912366,-132.1370073,-137.7827781,-143.4285488,-149.0743196,-154.7200903,-160.3658611,-166.0116318,-171.6574026
163.6952381,116.4166667,134.447619,101.0363636,119.8238095,109.8357143,102.2752381,100.7563636,84.72666667,99.96428571,67.17809524,100.5163636,49.62952381,90.09285714,32.08095238,100.2763636,14.53238095,80.22142857,-3.016190476,100.0363636,-20.5647619,70.35,-38.11333333,8.959981178,3.271146245,-2.417688688,-8.106523621,-13.79535855,-19.48419349,-25.17302842,-30.86186335,-36.55069829,-42.23953322,-47.92836815,-53.61720309,-59.30603802,-64.99487295,-70.68370789,-76.37254282,-82.06137775,-87.75021269,-93.43904762,-99.12788255,-104.8167175,-110.5055524,-116.1943874,-121.8832223,-127.5720572,-133.2608922,-138.9497271,-144.638562,-150.327397,-156.0162319,-161.7050668,-167.3939018,-173.0827367
164.952381,117.0833333,135.4761905,101.4969697,120.7380952,110.4642857,103.052381,101.2169697,85.36666667,100.5357143,67.68095238,100.9769697,49.9952381,90.60714286,32.30952381,100.7369697,14.62380952,80.67857143,-3.061904762,100.4969697,-20.74761905,70.75,-38.43333333,8.912700922,3.180801807,-2.551097308,-8.282996424,-14.01489554,-19.74679465,-25.47869377,-31.21059289,-36.942492,-42.67439112,-48.40629023,-54.13818935,-59.87008846,-65.60198758,-71.33388669,-77.06578581,-82.79768492,-88.52958404,-94.26148315,-99.99338227,-105.7252814,-111.4571805,-117.1890796,-122.9209787,-128.6528778,-134.384777,-140.1166761,-145.8485752,-151.5804743,-157.3123734,-163.0442725,-168.7761717,-174.5080708
166.2095238,117.75,136.5047619,101.9575758,121.652381,111.0928571,103.8295238,101.6775758,86.00666667,101.1071429,68.18380952,101.4375758,50.36095238,91.12142857,32.53809524,101.1975758,14.7152381,81.13571429,-3.107619048,100.9575758,-20.93047619,71.15,-38.75333333,8.865420666,3.090457369,-2.684505929,-8.459469226,-14.23443252,-20.00939582,-25.78435912,-31.55932242,-37.33428571,-43.10924901,-48.88421231,-54.65917561,-60.4341389,-66.2091022,-71.9840655,-77.7590288,-83.53399209,-89.30895539,-95.08391869,-100.858882,-106.6338453,-112.4088086,-118.1837719,-123.9587352,-129.7336985,-135.5086618,-141.2836251,-147.0585884,-152.8335517,-158.608515,-164.3834783,-170.1584416,-175.9334049
,118.4166667,,102.4181818,,111.7214286,,102.1381818,,101.6785714,,101.8981818,,91.63571429,,101.6581818,,81.59285714,,101.4181818,,71.55,,,81.75264542,80.20845494,78.66426446,77.12007399,75.57588351,74.03169303,72.48750256,70.94331208,69.39912161,67.85493113,66.31074065,64.76655018,63.2223597,61.67816922,60.13397875,58.58978827,57.0455978,55.50140732,53.95721684,52.41302637,50.86883589,,,49.32464542,47.78045494,46.23626446,44.69207399,43.14788351,41.60369303,40.05950256,38.51531208,36.97112161
,119.0833333,,102.8787879,,112.35,,102.5987879,,102.25,,102.3587879,,92.15,,102.1187879,,82.05,,101.8787879,,71.95,,,82.16114601,80.60829752,79.05544904,77.50260055,75.94975207,74.39690358,72.8440551,71.29120661,69.73835813,68.18550964,66.63266116,65.07981267,63.52696419,61.9741157,60.42126722,58.86841873,57.31557025,55.76272176,54.20987328,52.65702479,51.10417631,,,49.55132782,47.99847934,46.44563085,44.89278237,43.33993388,41.7870854,40.23423691,38.68138843,37.12853994
,,,103.3393939,,,,103.0593939,,,,102.8193939,,,,102.5793939,,,,102.3393939,,,,,,,102.2693939,102.2073939,102.1453939,102.0833939,102.0213939,101.9593939,101.8973939,101.8353939,101.7733939,101.7113939,101.6493939,101.5873939,101.5253939,101.4633939,101.4013939,101.3393939,101.2773939,,,,,,,101.2153939,101.1533939,101.0913939,101.0293939,100.9673939,100.9053939,100.8433939
,,,103.8,,,,103.52,,,,103.28,,,,103.04,,,,102.8,,,,,,,102.73,102.668,102.606,102.544,102.482,102.42,102.358,102.296,102.234,102.172,102.11,102.048,101.986,101.924,101.862,101.8,101.738,,,,,,,101.676,101.614,101.552,101.49,101.428,101.366,101.304
data1,data2,data3,data4,data5,data6,data7,data8,data9,data10,data11,data12,data13,data14,data15,data16,data17,data18,data19,data20,data21,data22,data23,data24,data25,data26,data27,data28,data29,data30,data31,data32,data33,data34,data35,data36,data37,data38,data39,data40,data41,data42,data43,data44,data45,data46,data47,data48,data49,data50,data51,data52,data53,data54,data55,data56
167.4666667,119.75,137.5333333,104.2606061,122.5666667,112.9785714,104.6066667,103.9806061,86.64666667,102.8214286,68.68666667,103.7406061,50.72666667,92.66428571,32.76666667,103.5006061,14.80666667,82.50714286,-3.153333333,103.2606061,-21.11333333,72.35,-39.07333333,9.40989648,3.584340297,-2.241215886,-8.066772069,-13.89232825,-19.71788443,-25.54344062,-31.3689968,-37.19455298,-43.02010917,-48.84566535,-54.67122153,-60.49677772,-66.3223339,-72.14789008,-77.97344626,-83.79900245,-89.62455863,-95.45011481,-101.275671,-107.1012272,-112.9267834,-118.7523395,-124.5778957,-130.4034519,-136.2290081,-142.0545643,-147.8801205,-153.7056766,-159.5312328,-165.356789,-171.1823452,-177.0079014
168.7238095,120.4166667,138.5619048,104.7212121,123.4809524,113.6071429,105.3838095,104.4412121,87.28666667,103.3928571,69.18952381,104.2012121,51.09238095,93.17857143,32.9952381,103.9612121,14.89809524,82.96428571,-3.199047619,103.7212121,-21.29619048,72.75,-39.39333333,9.362616224,3.493995859,-2.374624506,-8.243244871,-14.11186524,-19.9804856,-25.84910597,-31.71772633,-37.5863467,-43.45496706,-49.32358743,-55.19220779,-61.06082816,-66.92944852,-72.79806889,-78.66668925,-84.53530962,-90.40392998,-96.27255035,-102.1411707,-108.0097911,-113.8784114,-119.7470318,-125.6156522,-131.4842725,-137.3528929,-143.2215133,-149.0901336,-154.958754,-160.8273744,-166.6959947,-172.5646151,-178.4332355
169.9809524,121.0833333,139.5904762,105.1818182,124.3952381,114.2357143,106.1609524,104.9018182,87.92666667,103.9642857,69.69238095,104.6618182,51.45809524,93.69285714,33.22380952,104.4218182,14.98952381,83.42142857,-3.244761905,104.1818182,-21.47904762,73.15,-39.71333333,9.315335968,3.403651421,-2.508033126,-8.419717674,-14.33140222,-20.24308677,-26.15477132,-32.06645586,-37.97814041,-43.88982496,-49.8015095,-55.71319405,-61.6248786,-67.53656315,-73.44824769,-79.35993224,-85.27161679,-91.18330134,-97.09498588,-103.0066704,-108.918355,-114.8300395,-120.7417241,-126.6534086,-132.5650932,-138.4767777,-144.3884623,-150.3001468,-156.2118314,-162.1235159,-168.0352005,-173.946885,-179.8585695
171.2380952,121.75,140.6190476,105.6424242,125.3095238,114.8642857,106.9380952,105.3624242,88.56666667,104.5357143,70.1952381,105.1224242,51.82380952,94.20714286,33.45238095,104.8824242,15.08095238,83.87857143,-3.29047619,104.6424242,-21.66190476,73.55,-40.03333333,9.268055712,3.313306983,-2.641441747,-8.596190476,-14.55093921,-20.50568794,-26.46043666,-32.41518539,-38.36993412,-44.32468285,-50.27943158,-56.23418031,-62.18892904,-68.14367777,-74.0984265,-80.05317523,-86.00792396,-91.96267269,-97.91742142,-103.8721701,-109.8269189,-115.7816676,-121.7364163,-127.6911651,-133.6459138,-139.6006625,-145.5554113,-151.51016,-157.4649087,-163.4196574,-169.3744062,-175.3291549,-181.2839036
172.4952381,122.4166667,141.647619,106.1030303,126.2238095,115.4928571,107.7152381,105.8230303,89.20666667,105.1071429,70.69809524,105.5830303,52.18952381,94.72142857,33.68095238,105.3430303,15.17238095,84.33571429,-3.336190476,105.1030303,-21.8447619,73.95,-40.35333333,9.220775456,3.222962545,-2.774850367,-8.772663279,-14.77047619,-20.7682891,-26.76610201,-32.76391493,-38.76172784,-44.75954075,-50.75735366,-56.75516657,-62.75297948,-68.7507924,-74.74860531,-80.74641822,-86.74423113,-92.74204404,-98.73985695,-104.7376699,-110.7354828,-116.7332957,-122.7311086,-128.7289215,-134.7267344,-140.7245473,-146.7223602,-152.7201732,-158.7179861,-164.715799,-170.7136119,-176.7114248,-182.7092377
